username,count,dates,range,mean
sme_no_densetsu,56,"[2010, 2014, 2011, 2008, 2009, 2018, 2018, 2014, 2010, 2008, 2017, 2011, 2010, 2010, 2016, 2010, 2014, 2008, 2009, 2008, 2009, 2009, 2011, 2009, 2010, 2013, 2008, 2019, 2015, 2015, 2009, 2017, 2011, 2008, 2013, 2009, 2010, 2011, 2013, 2008, 2008, 2020, 2008, 2014, 2008, 2010, 2013, 2008, 2007, 2009, 2013, 2012, 2014, 2008, 2008, 2008, 2010, 2008, 2009, 2008, 2008, 2018, 2008, 2010, 2008, 2009, 2018, 2018, 2019, 2011, 2008, 2015, 2012, 2011, 2014, 2013, 2008, 2017, 2013, 2012, 2017, 2015, 2008, 2010, 2012, 2013, 2008, 2010, 2014, 2016, 2010, 2015, 2011, 2012, 2009, 2008, 2008, 2008, 2009, 2012, 2010, 2019, 2017, 2010, 2009, 2013, 2008, 2015, 2008, 2011, 2008, 2010, 2008, 2010, 2009, 2010, 2008, 2009, 2010, 2009, 2011, 2009, 2013, 2016, 2010, 2010, 2008, 2014, 2010, 2020, 2020, 2008, 2008, 2008, 2016, 2008, 2009, 2014, 2018, 2008, 2014, 2010, 2016, 2015, 2010, 2008, 2016, 2008, 2008, 2009, 2013, 2014, 2009, 2009, 2018, 2010, 2013, 2008, 2008, 2011, 2009, 2009, 2009, 2009, 2011, 2009, 2009, 2010, 2009, 2017, 2009, 2008, 2012, 2010, 2012, 2009, 2014, 2010, 2016, 2009, 2017, 2020, 2009, 2009, 2008, 2008, 2012, 2010, 2009, 2008, 2015, 2015, 2015, 2009, 2009, 2009, 2018, 2007, 2011, 2008, 2008, 2010, 2011, 2008, 2014, 2008, 2008, 2009, 2009, 2009, 2010, 2008, 2008, 2008, 2011, 2010, 2018, 2011, 2018, 2008, 2017, 2011, 2010, 2015, 2010, 2010, 2009, 2011, 2009, 2007, 2010, 2019, 2018, 2014, 2008, 2008, 2019, 2020, 2008, 2011, 2009, 2009, 2009, 2008, 2008, 2008, 2008, 2008, 2008, 2020, 2014, 2008, 2012, 2008, 2014, 2018, 2008, 2009, 2009, 2008, 2008, 2008, 2011, 2008, 2014, 2010, 2014, 2014, 2009, 2008, 2009, 2017, 2008, 2011, 2014, 2008, 2008, 2010, 2010, 2014, 2011, 2008, 2007, 2008, 2008, 2010]",13,2011
asifahsankhan,89,"[2017, 2017, 2017, 2018, 2018, 2017, 2017, 2018, 2018, 2018, 2016, 2017, 2019, 2018, 2017, 2017, 2017, 2018, 2018, 2017, 2018, 2018, 2017, 2017, 2017, 2018, 2017, 2018, 2016, 2017, 2017, 2017, 2017, 2017, 2018, 2017, 2017, 2017, 2017, 2018, 2017, 2017, 2017, 2017, 2017, 2018, 2017, 2017, 2018, 2017, 2017, 2019, 2017, 2018, 2018, 2017, 2019, 2017, 2017, 2017, 2018, 2018, 2016, 2016, 2017, 2018, 2017, 2018, 2017, 2018, 2017, 2017, 2017, 2018, 2016, 2017, 2016, 2018, 2017, 2017, 2016, 2018, 2017]",3,2017
Movie Nuttball,181,"[2004, 2004, 2002, 2002, 2005, 2002, 2001, 2004, 2005, 2001, 2002, 2003, 2002, 2005, 2002, 2005, 2002, 2003, 2003, 2005, 2005, 2005, 2003, 2003, 2003, 2004, 2003, 2003, 2004, 2003, 2003, 2005, 2005, 2003, 2001, 2003, 2003, 2002, 2002, 2004, 2003, 2003, 2003, 2005, 2004, 2003, 2004, 2002, 2003, 2002, 2003, 2002, 2003, 2005, 2003, 2005, 2005, 2004, 2005, 2005, 2003, 2004, 2002, 2002, 2005, 2005, 2002, 2002, 2005, 2003, 2004, 2002, 2003, 2004, 2004, 2002, 2002, 2002, 2005, 2002, 2002, 2002, 2001, 2003, 2002, 2005, 2003, 2005, 2005, 2003, 2002, 2001, 2005, 2002, 2005, 2004, 2005, 2002, 2004, 2003, 2003, 2003, 2001, 2004, 2003, 2003, 2004, 2004, 2003, 2005, 2005, 2005, 2005, 2005, 2004, 2004, 2002, 2003, 2002, 2004, 2004]",4,2003
michaelradny,53,"[2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2011, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2011, 2015, 2015, 2015]",4,2014
Irishchatter,59,"[2015, 2015, 2015, 2016, 2016, 2015, 2015, 2015, 2016, 2017, 2016, 2016, 2016, 2015, 2016, 2016, 2016, 2015, 2015, 2016, 2015, 2016, 2015, 2015, 2015, 2015, 2015, 2017, 2015, 2015, 2015, 2018, 2015, 2015, 2016, 2015, 2015, 2015, 2017, 2016, 2016, 2016, 2015, 2015, 2018, 2020, 2016, 2015, 2016, 2015, 2015, 2017, 2015, 2015, 2015, 2018, 2016, 2015, 2020, 2015, 2016, 2015, 2015, 2017, 2015, 2015, 2019, 2016, 2019, 2015, 2015, 2016, 2015, 2016, 2016, 2016, 2015, 2015, 2015, 2018, 2015, 2015, 2016, 2015, 2016, 2015, 2015, 2015, 2017, 2016, 2016, 2016, 2016, 2015, 2016, 2015, 2016, 2015, 2016, 2015, 2016, 2019, 2018, 2016, 2017, 2015, 2017, 2015, 2015, 2016, 2015, 2016, 2016, 2015, 2016, 2016, 2017, 2019, 2015, 2015, 2016, 2019, 2015, 2015, 2015, 2015, 2019, 2017, 2015, 2016, 2016, 2015, 2017, 2015, 2015, 2016, 2015, 2019, 2016, 2015, 2018, 2016]",5,2015
cherold,99,"[2020, 2004, 2017, 2005, 2003, 2019, 2019, 2017, 2018, 2004, 2005, 2018, 2016, 2019, 2013, 2017, 2013, 2010, 2016, 2019, 2018, 2011, 2011, 2004, 2016, 2017, 2013, 2016, 2016, 2019, 2011, 2004, 2019, 2008, 2019, 2012, 2017, 2001, 2004, 2010, 2018, 2016, 2012, 2014, 2019, 2013, 2013, 2013, 2006, 2000, 2008, 2006, 2005, 2013, 2011, 2019, 2005, 2006, 2013, 2012, 2018, 2019, 2016, 2008, 2009, 2018, 2017, 2011, 2018, 2016, 2019, 2014, 2015, 2004, 2019, 2017, 2017, 2006, 2012, 2017, 2005, 2020, 2011, 2019, 1999, 2014, 2004, 2005, 2011, 2019, 2017, 2000, 2008, 2014, 2014, 2019, 2016, 2014, 2017, 2016, 2012, 2005, 2004, 2015, 2003, 2006, 2017, 2006, 2017, 2004, 2005, 2011, 2005, 2019, 2016, 2018, 2011, 2019, 2014, 2007, 2015, 2003, 2015, 2011, 2010, 2019, 2019, 2020, 2020, 2015, 2018, 2012, 2004, 2005, 2017, 2016, 2020, 2008, 2017, 2013, 2017, 2013, 2008, 2017, 2003, 2019, 2016, 2016, 2013, 2016, 2020, 2012, 2013, 2011, 2016, 2019, 2013, 2017, 2018, 2012, 2011, 2013, 2017, 2018, 2007, 2008, 2016, 2013, 2013, 2020, 2013, 2020, 2016, 2016, 2004, 2017, 2011, 2005, 2012, 2010, 2012, 2005, 2018, 2013, 2004, 2003, 2005, 2012, 2013, 2013, 2017, 2012, 2011, 2016, 2014, 2003, 2003, 2011, 2020, 2006, 2005, 2005, 2012, 2011, 2004, 2007, 2014, 2006, 2016, 2016, 2014, 2014, 2005, 2012, 2008, 2019, 2017, 2016, 2013, 2005, 2020, 2018, 2009, 2016, 2016, 2011, 2008, 2004, 2012, 2004, 2011, 2012, 2015, 2012, 2012, 2012, 2016, 2011, 2013, 2018, 2019, 2010, 2014, 2012, 2018, 2017, 2018, 2014, 2013, 2020, 2013, 2019, 2013, 2015, 2012, 2004, 2020, 2005, 2014, 2003, 2014, 2016, 2018, 2017, 2004, 2019, 2005, 2018, 2003, 2016, 2014, 2019, 2016, 2013, 2005, 2015, 2016, 2014, 2012, 2019, 2014, 2019, 2011, 2019, 2019, 2008, 2017, 2005, 2010, 2012, 2019, 2007, 2005, 2009, 2012, 2009, 2017, 2019, 2014, 2016, 2014, 2011, 2010, 2019, 2019, 2015, 2014, 2016]",21,2012
a_chinn,163,"[2017, 2017, 2017, 2019, 2017, 2017, 2019, 2018, 2017, 2018, 2019, 2017, 2017, 2020, 2019, 2018, 2018, 2017, 2017, 2017, 2019, 2017, 2018, 2017, 2017, 2017, 2019, 2017, 2018, 2017, 2018, 2018, 2018, 2018, 2017, 2019, 2017, 2020, 2019, 2017, 2017, 2017, 2017, 2018, 2018, 2018, 2017, 2018, 2018, 2018, 2017, 2020, 2018, 2018, 2019, 2017, 2017, 2018, 2017, 2018, 2020, 2018, 2018, 2018, 2019, 2018, 2018, 2018, 2018]",3,2017
kevin c,60,"[2020, 2003, 2000, 2000, 2019, 2019, 2002, 2000, 2001, 2000, 2001, 2002, 2000, 2019, 2018, 2020, 2000, 2000, 2018, 2019, 2018, 2002, 2003, 2001, 2003, 2002, 2018, 2019, 2019, 2000, 2003, 2020, 2019, 2018, 2001, 2018, 2002, 2003, 2001, 2001, 2003, 2018, 2020, 2004, 2003, 2002, 2000, 2019, 2002, 2000, 2018, 2018, 2002, 2000, 2020, 2003, 2020, 2000, 2004, 2002, 2020, 2000, 2000, 2020, 2002, 2002, 2001, 2002, 2019, 2003, 2004, 2003, 2020, 2018, 2018, 2001, 2019, 2004, 2003, 2018, 2018, 2001, 2001, 2001, 2002, 2019, 2003, 2019, 2000, 2001, 2018, 2019, 2002, 2018, 2000, 2020, 2001, 2019, 2002, 2001, 2003, 2001, 2019, 2001, 2003, 2018, 2003, 2002, 2018, 2018, 2003, 2000, 2000, 2019, 2001, 2019, 2004, 2000, 2003, 2019]",20,2008
robfollower,62,"[2019, 2020, 2018, 2019, 2019, 2019, 2020, 2019, 2019, 2019, 2019, 2018, 2020, 2019, 2019, 2019, 2019, 2017, 2020, 2020, 2019, 2019, 2019, 2020, 2019, 2020, 2019, 2019, 2019, 2019, 2018, 2018, 2018, 2019, 2019, 2020, 2020, 2019, 2019, 2018, 2020, 2019, 2019, 2019, 2019, 2020, 2020, 2018, 2019, 2020, 2019, 2020, 2020, 2020, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2018, 2019, 2019, 2019, 2020, 2019, 2020, 2018, 2019, 2020, 2019, 2020, 2019, 2019, 2019]",3,2019
TheHande,64,"[2009, 2009, 2007, 2007, 2009, 2006, 2006, 2007, 2006, 2006, 2007, 2007, 2006, 2007, 2009, 2008, 2008, 2006, 2007, 2006, 2006, 2006, 2007, 2009, 2008, 2009, 2005, 2005, 2007, 2007, 2006, 2007, 2006, 2007, 2006, 2007, 2009, 2005, 2005, 2005, 2005, 2005, 2005, 2009, 2009, 2007, 2009, 2009, 2008, 2008, 2007, 2008, 2005, 2005, 2005, 2007, 2005, 2005, 2007, 2009, 2005, 2005, 2009, 2006, 2009, 2007, 2007]",4,2006
winner55,73,"[2007, 2008, 2009, 2008, 2006, 2007, 2006, 2006, 2007, 2007, 2007, 2008, 2006, 2006, 2014, 2006, 2005, 2007, 2007, 2007, 2008, 2007, 2006, 2006, 2009, 2009, 2008, 2007, 2007, 2006, 2005, 2007, 2007, 2008, 2007, 2006, 2006, 2007, 2007, 2009, 2008, 2007, 2007, 2014, 2006, 2009, 2011, 2009, 2008, 2005, 2007, 2008, 2007, 2005, 2009, 2007, 2007, 2008, 2009, 2007]",9,2007
colonel_green,84,"[2007, 2007, 2008, 2005, 2004, 2004, 2007, 2006, 2006, 2006, 2005, 2004, 2007, 2005, 2006, 2009, 2005, 2007, 2004, 2004, 2008, 2004, 2008, 2007, 2006, 2005, 2005, 2006, 2009, 2008, 2004, 2007, 2006, 2004, 2005, 2004, 2009, 2004, 2007, 2007, 2004, 2004, 2008, 2008, 2007, 2006, 2008, 2004, 2006, 2007, 2009, 2004, 2007, 2004, 2008, 2004, 2006, 2008, 2005, 2005, 2004, 2006, 2004]",5,2005
Marc_Israel_365,342,"[2013, 2017, 2014, 2013, 2014, 2017, 2012, 2012, 2013, 2014, 2014, 2009, 2012, 2012, 2013, 2017, 2014, 2012, 2012, 2017, 2014, 2013, 2014, 2013, 2012, 2013, 2012, 2017, 2012, 2013, 2014, 2013, 2014, 2013, 2014, 2014, 2018, 2014, 2012, 2017, 2009, 2012, 2013, 2013, 2018, 2009, 2017, 2012, 2015, 2013, 2017, 2014, 2014, 2013, 2013, 2017, 2013, 2012, 2014, 2013, 2017, 2013, 2017, 2013, 2017, 2012, 2014, 2014, 2013, 2014, 2015, 2013, 2013, 2017, 2014, 2013, 2012, 2013, 2012, 2013, 2013, 2013, 2013, 2013, 2013, 2014, 2009, 2012, 2013, 2012, 2013, 2012, 2012, 2013, 2013, 2013, 2012, 2014, 2013, 2012, 2017, 2014, 2013, 2013, 2013, 2013, 2013, 2014, 2014, 2013, 2018, 2013, 2012, 2017, 2015, 2014, 2009, 2012, 2013, 2013, 2013, 2012, 2013, 2013, 2012, 2012, 2017, 2015, 2014, 2017, 2014, 2017, 2015, 2009, 2013, 2013, 2017, 2009, 2013, 2018, 2013, 2013, 2014, 2018, 2012, 2012, 2012, 2014, 2014, 2012, 2013, 2014, 2013, 2012, 2014, 2013, 2017, 2019, 2014]",10,2013
Superunknovvn,59,"[2007, 2007, 2008, 2007, 2007, 2005, 2007, 2010, 2006, 2006, 2004, 2004, 2007, 2006, 2006, 2007, 2006, 2006, 2006, 2007, 2008, 2007, 2004, 2009, 2009, 2007, 2004, 2002, 2003, 2008, 2009, 2006, 2004, 2006, 2007, 2008, 2008, 2007, 2004, 2003, 2008, 2006, 2011, 2007, 2004, 2009, 2002, 2011, 2007, 2003, 2006, 2009, 2007, 2011, 2008, 2010, 2006, 2010, 2007, 2006, 2004, 2002, 2005, 2006, 2007, 2005, 2007, 2006, 2005, 2012, 2002, 2007, 2009, 2007, 2007, 2009, 2007, 2004, 2009, 2005, 2009, 2009, 2006, 2006, 2006, 2008, 2008, 2006, 2009, 2007, 2008, 2005, 2003, 2003, 2008, 2007, 2003, 2007, 2008, 2006, 2005, 2009, 2005, 2010, 2002, 2009, 2004, 2007]",10,2006
mhasheider,53,"[2002, 2002, 2001, 2000, 2001, 2001, 2000, 2001, 2000, 2002, 2003, 2002, 2000, 2001, 2003, 2001, 2001, 2001, 2000, 2001, 2001, 2004, 2001, 2003, 2002, 2001, 2001, 2002, 2002, 2001, 2002, 2002, 2000, 2001, 2004, 2001, 2001, 2002, 2001, 2005, 2002, 2001, 2002, 2001, 2000, 2001, 2001, 2001, 2001, 2001, 2001, 2000, 2000, 2001, 2003, 2004, 2003, 2002, 2001, 2003, 2000, 2001, 2000, 2001, 2002, 2006]",6,2001
zhyarTheChosen,81,"[2019, 2019, 2020, 2019, 2019, 2019, 2020, 2019, 2019, 2020, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2020, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2019, 2019, 2019, 2019, 2019, 2020, 2019, 2019, 2019, 2019, 2019, 2020, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2020, 2019, 2019, 2019, 2019, 2020, 2020, 2019, 2020, 2019, 2019, 2019, 2020, 2020, 2020, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2020, 2020, 2019, 2019, 2019, 2020, 2019, 2019, 2019, 2019, 2019, 2020, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019]",1,2019
CrassActionHero,58,"[2007, 2007, 2007, 2007, 2007, 2007, 2007, 2007, 2006, 2007, 2006, 2006, 2007, 2006, 2006, 2006, 2006, 2006, 2007, 2007, 2006, 2007, 2007, 2007, 2006, 2007, 2006, 2007, 2006, 2007, 2010, 2007, 2007, 2006, 2007, 2010, 2007, 2007, 2007, 2009, 2007, 2007, 2007, 2006, 2007, 2007, 2007, 2007, 2006, 2007, 2006, 2007, 2006, 2006, 2006, 2007, 2006, 2006, 2006, 2007, 2007, 2006, 2006, 2009, 2006, 2006]",4,2006
Horst_In_Translation,136,"[2016, 2014, 2017, 2020, 2016, 2017, 2015, 2016, 2018, 2013, 2019, 2019, 2017, 2019, 2013, 2014, 2017, 2016, 2017, 2015, 2016, 2017, 2017, 2019, 2018, 2017, 2017, 2020, 2019, 2017, 2014, 2013, 2015, 2015, 2018, 2018, 2017, 2018, 2015, 2013, 2015, 2018, 2014, 2020, 2018, 2018, 2017, 2019, 2013, 2020, 2013, 2015, 2014, 2015, 2018, 2015, 2018, 2018, 2014, 2016, 2017, 2015, 2014, 2018, 2017, 2015, 2015, 2015, 2017, 2015, 2016, 2019, 2017, 2013, 2017, 2015, 2014, 2016, 2017, 2020, 2017, 2016, 2016, 2015, 2016, 2015, 2018, 2015, 2019, 2014, 2015, 2016, 2017, 2016, 2019, 2019, 2017, 2015, 2014, 2016, 2013, 2019, 2016, 2016, 2017, 2016, 2014, 2015, 2015, 2013, 2015, 2015, 2015, 2014, 2017, 2014, 2018, 2017, 2015, 2014, 2016, 2017, 2015, 2016, 2015, 2014, 2018, 2014, 2013, 2018, 2014, 2015, 2016, 2017, 2014, 2015, 2016, 2017, 2017, 2016, 2017, 2020, 2019, 2016, 2017, 2016, 2013, 2015, 2020, 2017, 2016, 2017, 2017, 2017, 2016, 2016, 2014, 2015, 2013, 2018, 2015, 2019, 2020, 2017, 2017, 2015, 2016, 2020, 2015, 2017, 2018, 2017, 2013, 2013, 2019, 2017, 2017, 2019, 2014, 2015, 2016, 2019, 2019, 2015, 2015, 2015, 2017, 2020, 2015, 2014, 2014, 2013, 2014, 2016, 2015, 2017, 2013, 2015, 2019, 2015, 2019, 2018, 2014, 2017, 2015, 2015, 2017, 2019, 2015, 2017, 2017, 2016, 2019, 2013, 2015, 2014, 2017, 2019, 2017, 2016, 2013, 2015, 2017, 2019, 2016, 2013, 2016, 2016, 2016, 2015, 2017, 2015, 2014, 2015, 2019, 2015, 2016, 2015, 2015, 2016, 2016, 2015, 2016, 2016, 2016, 2018, 2015, 2015, 2017, 2014, 2016, 2019, 2015, 2015, 2015, 2017, 2014, 2019, 2017, 2016, 2015, 2020, 2017, 2017, 2017, 2016, 2016, 2018, 2020, 2018, 2015, 2017, 2015, 2019, 2015, 2014, 2016, 2019, 2017, 2015, 2016, 2018, 2017, 2018, 2016, 2014, 2015, 2014, 2015, 2017, 2015, 2015, 2019, 2015, 2019, 2013, 2015, 2016, 2014, 2014, 2014, 2017, 2014, 2016, 2015, 2019, 2014, 2017, 2017, 2015, 2015, 2016, 2016, 2016, 2014, 2018, 2017, 2018, 2015, 2015, 2019, 2013, 2015, 2014, 2014, 2017, 2013, 2015, 2017, 2018, 2020, 2020, 2019, 2017, 2014, 2016, 2013, 2015, 2016, 2016, 2019, 2017, 2016, 2014, 2015, 2018, 2015, 2017, 2018, 2015, 2013, 2016]",7,2016
ciscokid1970,57,"[2010, 2009, 2007, 2009, 2006, 2010, 2007, 2009, 2010, 2010, 2010, 2010, 2010, 2006, 2009, 2006, 2006, 2006, 2011, 2007, 2010, 2009, 2009, 2010, 2006, 2007, 2009, 2009, 2010, 2009, 2009, 2006, 2010, 2009, 2006, 2007, 2010, 2006, 2009, 2006, 2009, 2009, 2006, 2010, 2009, 2009, 2009, 2010, 2010, 2009, 2007, 2011, 2009, 2009, 2010, 2010, 2006, 2010, 2009, 2009]",5,2008
FilmFanInTheHouse,89,"[2009, 2008, 2007, 2008, 2007, 2009, 2007, 2008, 2008, 2008, 2007, 2007, 2007, 2007, 2009, 2008, 2007, 2008, 2007, 2007, 2008, 2009, 2008, 2008, 2008, 2007, 2007, 2007, 2008, 2008, 2008, 2009, 2007, 2008, 2007, 2007, 2008, 2007, 2008, 2009, 2008, 2008, 2008, 2008, 2007, 2007, 2007, 2007, 2007, 2008, 2009, 2007, 2007, 2008, 2009, 2007, 2008, 2008, 2007, 2008, 2008, 2008, 2008, 2008, 2008, 2007, 2007, 2007, 2008, 2007, 2007, 2007, 2007, 2008, 2008, 2008, 2007, 2007, 2007, 2007, 2008, 2007, 2008, 2007, 2007, 2007, 2007, 2008, 2008, 2007, 2007, 2007, 2007, 2008, 2008, 2008, 2009, 2008, 2007, 2007, 2007, 2008, 2007, 2008, 2008, 2008, 2008, 2009, 2008, 2008, 2006, 2006, 2006, 2007, 2007, 2007, 2007, 2009, 2008, 2007, 2008, 2007, 2008, 2008, 2008, 2008, 2007, 2008, 2007, 2007, 2008, 2007, 2008, 2009, 2007, 2007, 2007]",3,2007
zeekwunlau,60,"[2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020]",0,2020
atlasmb,122,"[2020, 2019, 2014, 2015, 2013, 2016, 2019, 2017, 2017, 2015, 2017, 2017, 2019, 2020, 2015, 2014, 2017, 2014, 2014, 2020, 2018, 2015, 2018, 2015, 2016, 2018, 2018, 2015, 2020, 2014, 2013, 2017, 2015, 2020, 2016, 2015, 2014, 2013, 2018, 2013, 2017, 2020, 2016, 2014, 2017, 2017, 2014, 2020, 2018, 2016, 2014, 2019, 2015, 2017, 2013, 2016, 2017, 2016, 2015, 2015, 2017, 2014, 2015, 2013, 2019, 2019, 2017, 2013, 2015, 2015, 2017, 2017, 2017, 2016, 2017, 2012, 2016, 2020, 2016, 2013, 2019, 2016, 2016, 2017, 2019, 2013, 2018, 2015, 2015, 2014, 2014, 2016, 2016, 2015, 2016, 2013, 2013, 2014, 2020, 2014, 2017, 2017, 2015, 2017, 2017, 2013, 2014, 2015, 2017]",8,2016
leftbanker-1,127,"[2016, 2018, 2017, 2017, 2017, 2015, 2017, 2016, 2016, 2018, 2020, 2020, 2020, 2019, 2013, 2020, 2013, 2015, 2017, 2019, 2019, 2020, 2011, 2020, 2015, 2017, 2017, 2015, 2020, 2018, 2014, 2013, 2016, 2019, 2016, 2012, 2013, 2013, 2016, 2016, 2015, 2020, 2016, 2016, 2016, 2017, 2016, 2011, 2018, 2017, 2014, 2017, 2016, 2016, 2017, 2018, 2019, 2019, 2017, 2011]",9,2016
Cosmoeticadotcom,372,"[2012, 2010, 2012, 2012, 2008, 2008, 2008, 2008, 2008, 2008, 2012, 2008, 2009, 2008, 2008, 2008, 2008, 2008, 2008, 2009, 2008, 2008, 2008, 2008, 2008, 2008, 2010, 2008, 2008, 2008, 2008, 2012, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2010, 2008, 2008, 2012, 2012, 2010, 2008, 2010, 2008, 2012, 2008, 2009, 2010, 2008, 2008, 2008, 2008, 2009, 2010, 2008, 2010, 2008, 2008, 2012, 2008, 2010, 2010, 2008, 2008, 2010, 2008]",4,2008
elliotjeory,79,"[2020, 2019, 2019, 2018, 2018, 2019, 2020, 2018, 2020, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2019, 2018, 2020, 2018, 2020, 2019, 2020, 2018, 2018, 2019, 2018, 2019, 2020, 2020, 2019, 2020, 2018, 2019, 2019, 2019, 2019, 2019, 2018, 2019, 2020, 2018, 2020, 2020, 2019, 2019, 2018, 2020, 2018, 2018, 2019, 2020, 2018, 2018, 2018]",2,2018
thebricks,348,"[2018, 2020, 2018, 2018, 2019, 2019, 2018, 2018, 2018, 2019, 2018, 2017, 2018, 2018, 2019, 2018, 2018, 2018, 2018, 2018, 2019, 2018, 2019, 2019, 2019, 2020, 2019, 2017, 2017, 2019, 2019, 2019, 2018, 2018, 2019, 2019, 2018, 2019, 2019, 2018, 2019, 2018, 2017, 2017, 2018, 2018, 2018, 2019, 2019, 2019, 2017, 2018, 2020, 2017, 2017, 2017]",3,2018
axlrhodes,187,"[2010, 2012, 2008, 2013, 2010, 2011, 2011, 2011, 2011, 2012, 2012, 2008, 2010, 2012, 2008, 2012, 2011, 2009, 2010, 2008, 2012, 2010, 2008, 2009, 2012, 2009, 2012, 2009, 2011, 2008, 2008, 2008, 2009, 2008, 2008, 2011, 2008, 2012, 2008, 2008, 2009, 2008, 2013, 2008, 2009, 2011, 2008, 2010, 2008, 2012, 2008, 2009, 2018, 2008, 2008, 2008, 2008, 2008, 2010, 2008, 2011, 2008, 2009, 2012, 2012, 2012, 2011, 2010, 2009, 2012, 2009, 2012, 2012]",10,2009
antoniotierno,54,"[2018, 2007, 2009, 2007, 2007, 2008, 2017, 2009, 2012, 2005, 2005, 2015, 2007, 2005, 2007, 2015, 2006, 2007, 2007, 2008, 2015, 2006, 2005, 2008, 2004, 2004, 2005, 2005, 2009, 2006, 2009, 2005, 2011, 2017, 2013, 2009, 2015, 2014, 2005, 2009, 2019, 2007, 2007, 2008, 2004, 2006, 2006, 2008, 2009, 2004, 2012, 2010, 2006, 2005, 2014, 2008, 2010, 2013, 2006, 2016, 2009, 2010, 2016, 2011, 2007, 2014, 2005, 2006, 2004, 2006, 2011, 2005, 2006, 2004, 2006, 2004, 2008, 2007, 2005, 2009, 2017, 2013, 2009, 2008, 2009, 2019, 2010, 2005, 2006, 2007, 2005, 2010, 2012, 2007, 2010, 2004, 2007, 2016, 2008, 2012, 2008, 2009, 2011, 2005, 2012, 2004, 2007, 2004, 2006, 2004, 2006, 2005, 2004, 2011, 2012, 2007, 2008, 2008, 2007, 2019, 2005, 2005, 2007, 2004, 2014, 2007, 2006, 2007, 2006, 2009, 2004, 2010, 2010, 2004, 2006, 2008, 2018, 2018, 2012, 2012, 2004, 2006, 2006, 2011, 2010, 2009, 2008, 2005, 2011, 2018, 2006, 2007]",15,2008
