username,cluster,neighbor_1,neighbor_2,neighbor_3,neighbor_4,neighbor_5,neighbor_6
ilovedolby,Cluster 3,rosscinema,Spanner-2,bix171,iohefy-2,jpintar,noralee
imseeg,Cluster 1,rmax304823,blanche-2,nogodnomasters,851222,Floated2,eddie_baggins
inkblot11,Cluster 2,tavm,tabuno,3xHCCH,Lejink,lisafordeay,studioAT
insomniac_rod,Cluster 3,preppy-3,Stampsfightclub,poolandrews,disdressed12,dee.reid,Elswet
intelearts,Cluster 3,blackburnj-1,Chris Knipp,EUyeshima,barrys82,DICK STEEL,seaview1
invisibleunicornninja,Cluster 3,dilipbts,KalKenobi83,Mr-Fusion,Aaron1375,Johnny-the-Film-Sentinel-2187,The-Sarkologist
iohefy-2,Cluster 3,Chris_Docker,jotix100,anhedonia,=G=,rosscinema,buiger
iquine,Cluster 1,bob-the-movie-man,oscaralbert,eddie_baggins,MrDHWong,subxerogravity,RforFilm
ironhorse_iv,Cluster 1,nogodnomasters,851222,Hellmant,capone666,alindsay-al,leonblackwood
itamarscomix,Cluster 3,seaview1,paudie,raphaklopper,EUyeshima,Ryan_MYeah,kenjha
ivo-cobra8,Cluster 3,Aaron1375,jacobjohntaylor1,ryanskywalker-87402,fernandoschiavi,MaximumMadness,BA_Harrison
j-lacerra,Cluster 3,WriterDave,MCMAYNERBERRY,rajdoctor,fwomp,Monotreme02,jaybob
ja_kitty_71,Cluster 3,robert-710-767167,jaemiewaters,Rectangular_businessman,haterofcrap,Rainey-Dawn,doctorsmoothlove
jackasstrange,Cluster 3,saytosandeep,zlx_zjlq,khanbaliq2,RossRivero99,seaview1,Kubris
jackgdemoss,Cluster 1,kjproulx,thebricks,Alexander_Blanchett,henry8-3,cardsrock,southdavid
jacobjohntaylor1,Cluster 3,Aaron1375,BA_Harrison,paul_haakonsen,MaximumMadness,gwnightscream,The-Sarkologist
jadavix,Cluster 1,paul-allaer,justinwfirestone,MovieCriticOnline,CineMuseFilms,donaldricco,carlos37andre
jaddison383,Cluster 3,fwomp,jemps918,jaybob,teh_mode,tubby1,moutonbear25
jadepietro,Cluster 1,Anurag-Shetty,stevendbeard,nogodnomasters,Hellmant,leonblackwood,eddie_baggins
jaemiewaters,Cluster 3,ProjectAnomaly,Animany94,jburtroald95,kdnor2011,malmsteneino,nickmesafilms
jake-law123,Cluster 3,RossRivero99,illbebackreviews,rajatdahiyax,zlx_zjlq,brando647,cdjh-81125
jameslinton-75252,Cluster 3,Mnemosyne15,g-96059,r-48240,f-57307,h-28658,InlyCii
jamesrupert2014,Cluster 1,austin0731,CANpatbuck3664,brankovranjkovic,rockman182,PyroSikTh,colewaters
jamiedarlow-37510,Cluster 3,BandSAboutMovies,EmmettvanHalm,I_Love_Spielberg,sbweightman,MrPupkin,droog-56936
japamo,Cluster 3,FairlyAnonymous,julian-mumford,ersinkdotcom,jaemiewaters,dfa120374,Tyson14
jaredmobarak,Cluster 3,fwomp,jaybob,dbborroughs,Chris Knipp,jemps918,DICK STEEL
jaredpahl,Cluster 3,fernandoschiavi,ryanskywalker-87402,thepriceofpayne,WeAreLive,malmsteneino,samyaksambuddha
jawneyfloros,Cluster 1,James_De_Bello,Figgy66-915-598470,palavitsinis,abouhelier-r,vistheindian,DareDevilKid
jaybob,Cluster 3,jaredmobarak,fwomp,jemps918,Chris Knipp,dbborroughs,DonFishies
jayjaycee,Cluster 3,kannibalcorpsegrinder,Darkside-Reviewer,gwnightscream,trashgang,jacobjohntaylor1,atinder
jb_campo,Cluster 1,abouhelier-r,Laakbaar,DareDevilKid,bryank-04844,quincytheodore,scottshak_111
jburtroald95,Cluster 3,jaemiewaters,Ryan_MYeah,seaview1,jonnyfendi,FilmFanatic03,sashank_kini-1
jcbutthead86,Cluster 3,emperor_bender,Red-Barracuda,malkane316,PredragReviews,gangstahippie,hnt_dnl
jdkraus,Cluster 3,Buddy-51,DICK STEEL,filipemanuelneto,dfranzen70,MaxBorg89,dunmore_ego
jemps918,Cluster 3,fwomp,jaybob,jaredmobarak,barrys82,moutonbear25,LazySod
jerekra,Cluster 3,TheHande,ryanskywalker-87402,waynegavin1,ivo-cobra8,Tyson14,ebiros2
jessegehrig,Cluster 3,XweAponX,Terryfan,kunalkhandwala,jacobjohntaylor1,Aaron1375,Tyson14
jessie-39,Cluster 3,iohefy-2,teh_mode,PersianPlaya408,ilovedolby,stensson,tnrcooper
jfgibson73,Cluster 3,thepriceofpayne,sbweightman,diac228,invisibleunicornninja,freewillyfan,fernandoschiavi
jhaggardjr,Cluster 3,chrisbrown6453,FlickJunkie-2,Angry_Arguer,Rammstein-2,SMLA11,baumer
jhclues,Cluster 3,Movie-12,CharltonBoy,FlickJunkie-2,chrisbrown6453,mattymatt4ever,gbheron
jimbo-53-186511,Cluster 1,FlashCallahan,Screen_Blitz,alindsay-al,capone666,Troy_Campbell,Hellmant
jldmp1,Cluster 3,majikstl,Steffi_P,FilmOtaku,slokes,perfectbond,Chuck-149
jluis1984,Cluster 3,nobbytatoes,EvLauster,Jay_Exiomo,xredgarnetx,Flagrant-Baronessa,MichaelMargetis
joachimokeefe,Cluster 1,markgorman,rubenm,Luigi Di Pilla,davidgee,Turfseer,dromasca
joebloggscity,Cluster 1,gavinp9,Troy_Campbell,Anurag-Shetty,DarkVulcan29,TopDawgCritic,stevendbeard
joelwatchesmovies,Cluster 1,kjproulx,Alexander_Blanchett,jackgdemoss,henry8-3,cardsrock,msbreviews
joestank15,Cluster 3,The_Amazing_Spy_Rises,barrys82,jemps918,Jay_Exiomo,fwomp,come2whereimfrom
johnmschofield,Cluster 3,Chuck-149,f-57307,Mnemosyne15,zzhhhqing,gab-14712,h-28658
johnnyboyz,Cluster 3,disdressed12,lastliberal,sme_no_densetsu,MovieAddict2016,kenjha,Anonymous_Maxine
johnnymacbest,Cluster 3,gigan-92,fernandoschiavi,ryanskywalker-87402,Tyson14,TheHande,WeAreLive
johnnymonsarrat,Cluster 3,OriginalMovieBuff21,PatrynXX,Anonymous_Maxine,mjw2305,Angry_Arguer,bsinc
johnstonjames,Cluster 3,colinrgeorge,jonnyfendi,LeonardKniffel,doctorsmoothlove,mark.waltz,itamarscomix
jon.h.ochiai,Cluster 3,dfranzen70,Buddy-51,DICK STEEL,agmoldham,dbborroughs,jdkraus
jonnyfendi,Cluster 3,colinrgeorge,Ryan_MYeah,SnakesOnAnAfricanPlain,Christian_Dimartino,Jonathon_Natsis,dvc5159
jose-cruz53,Cluster 3,f-57307,krational66,Mnemosyne15,zzhhhqing,h-28658,rachelrose-87356
josh_lambert1991,Cluster 3,krational66,f-57307,rachelrose-87356,Takethispunch,zeekwunlau,Mnemosyne15
joshbarton15,Cluster 1,Alexander_Blanchett,brankovranjkovic,rockman182,austin0731,scb_coldsteel,cruise01
joshuadrake-39480,Cluster 3,joshuadrake-91275,Tyson14,malmsteneino,Spike-Washington,renegadeviking-271-528568,ryanskywalker-87402
joshuadrake-91275,Cluster 3,joshuadrake-39480,Tyson14,malmsteneino,Spike-Washington,renegadeviking-271-528568,ryanskywalker-87402
joshuafagan-64214,Cluster 3,Mnemosyne15,krational66,rachelrose-87356,f-57307,zeekwunlau,wwe7961
jotix100,Cluster 3,iohefy-2,rosscinema,Chris_Docker,anhedonia,stensson,nycritic
jpintar,Cluster 3,rosscinema,christian123,movieguy1021,anhedonia,ilovedolby,EmperorNortonII
jpschapira,Cluster 3,KUAlum26,Chris_Docker,MichaelMargetis,fwomp,WriterDave,Flagrant-Baronessa
jrarichards,Cluster 1,bob-the-movie-man,peterp-450-298716,themadmovieman,Figgy66-915-598470,CineMuseFilms,paul-allaer
jtindahouse,Cluster 1,jadepietro,deloudelouvain,stevendbeard,eddie_baggins,bob-the-movie-man,Anurag-Shetty
jts0405,Cluster 3,KUAlum26,Electrified_Voltage,dobbin-4,Isaac5855,moutonbear25,Sirus_the_Virus
judywalker2,Cluster 3,KalKenobi83,jdkraus,DICK STEEL,siderite,jon.h.ochiai,dfranzen70
julian-mumford,Cluster 3,Ryan_MYeah,achyutaghosh,Christian_Dimartino,osj2507,troy-manatunga,Fields201
juliankennedy23,Cluster 3,tbills2,Darth_Osmosis,JakeBrinkman,invisibleunicornninja,mardalsfossen01,poolandrews
juneebuggy,Cluster 1,bob-rutzel-1,phd_travel,Hellmant,gradyharp,Floated2,FlashCallahan
justin-fencsak,Cluster 3,jacobjohntaylor1,bhernandez2216,Johnny-the-Film-Sentinel-2187,paul_haakonsen,sbweightman,KalKenobi83
justinwfirestone,Cluster 1,MrDHWong,cliftonofun,Alexander_Blanchett,subxerogravity,gavinp9,msbreviews
jzappa,Cluster 3,kenjha,lastliberal,sme_no_densetsu,johnnyboyz,MaxBorg89,bobsgrock
kairingler,Cluster 3,BroadswordCallinDannyBoy,moviewizguy,lastliberal,hu675,charchuk,raypdaley182
kannibalcorpsegrinder,Cluster 3,skybrick736,atinder,drownnnsoda,Coventry,trashgang,poolandrews
karl_consiglio,Cluster 3,Jacques98,Red-Barracuda,raphaklopper,emperor_bender,jldmp1,matlefebvre20
kdnor2011,Cluster 3,nickmesafilms,vip_ebriega,moviewizguy,illbebackreviews,filipemanuelneto,OllieSuave-007
kenandraf,Cluster 3,chrisbrown6453,CharltonBoy,Silverzero,jhclues,philip_vanderveken,FlickJunkie-2
kenjha,Cluster 3,sme_no_densetsu,jzappa,johnnyboyz,hall895,moonspinner55,lastliberal
kermitkid,Cluster 1,Anurag-Shetty,tinovalkki,RforFilm,stevendbeard,MrDHWong,rannynm
ketgup83,Cluster 1,TheSquiss,billygoat1071,cultfilmfreaksdotcom,cosmo_tiger,Sergeant_Tibbs,Hellmant
kevin c,Cluster 1,kjproulx,andrewroy-04316,AhmedSpielberg99,cruise01,brankovranjkovic,Alexander_Blanchett
kevin_crighton,Cluster 3,ElijahCSkuggs,LazySod,jemps918,raypdaley182,fwomp,Jay_Exiomo
kgprophet,Cluster 3,Al_The_Strange,judywalker2,siderite,brando647,KalKenobi83,julian-mumford
khanbaliq2,Cluster 3,Takethispunch,sme_no_densetsu,rachelrose-87356,kenjha,MovieAddict2016,galileo3
kirbylee70-599-526179,Cluster 1,colewaters,brankovranjkovic,austin0731,MrDHWong,msbreviews,kjproulx
kirk-246,Cluster 3,joestank15,Angelus2,oneguyrambling,tburke85,Sirus_the_Virus,Thats_some_scary_stuff_Reviews
kjproulx,Cluster 1,Alexander_Blanchett,brankovranjkovic,thebricks,kz917-1,rockman182,scb_coldsteel
kluseba,Cluster 1,jtindahouse,jadepietro,Troy_Campbell,nogodnomasters,davidgee,Hellmant
krational66,Cluster 3,f-57307,zeekwunlau,rachelrose-87356,h-28658,Mnemosyne15,Takethispunch
kriscot-48548,Cluster 3,WeAreLive,fernandoschiavi,sbweightman,Badmoviessuck,drawlife,andrewnmiller
kuangzao,Cluster 3,zzhhhqing,zeekwunlau,InlyCii,krational66,f-57307,rachelrose-87356
kunalkhandwala,Cluster 3,badajoz-1,caseynicholson,virindra,yashrajs536,brando647,craig-hopton
kurciasbezdalas,Cluster 3,jerekra,Rammstein-2,TheNorthernMonkee,OriginalMovieBuff21,matlefebvre20,Dockelektro
kyle-cruse,Cluster 3,didi-5,lagudafuad,wwe7961,illbebackreviews,vip_ebriega,Coxer99
kylehodgdon,Cluster 3,honorhorror,Angeneer,barrys82,Jackpollins,tburke85,MovieZoo
kz917-1,Cluster 1,brankovranjkovic,kjproulx,Alexander_Blanchett,scb_coldsteel,rockman182,austin0731
l_rawjalaurence,Cluster 1,rubenm,cinematic_aficionado,TheSquiss,RevRonster,CMTiago,Likes_Ninjas90
lagriff05,Cluster 3,Jacques98,charchuk,LoneWolfAndCub,jaredmobarak,Jonny_Numb,TOMNEL
lagudafuad,Cluster 3,illbebackreviews,f-57307,krational66,Spleen,Mnemosyne15,gcd70
lambiepie-2,Cluster 3,FilmFanInTheHouse,raypdaley182,MaxBorg89,OriginalMovieBuff21,galileo3,MichaelMargetis
lark40,Cluster 3,KalKenobi83,fernandoschiavi,Aaron1375,generationofswine,The-Sarkologist,jacobjohntaylor1
lastliberal,Cluster 3,johnnyboyz,jzappa,sme_no_densetsu,jaredmobarak,MaxBorg89,disdressed12
lastliberal-853-253708,Cluster 3,TheUnknown837-1,Al_The_Strange,Ryan_MYeah,Christian_Dimartino,nickmesafilms,raphaklopper
lasttimeisaw,Cluster 1,Hellmant,Troy_Campbell,jadepietro,capone666,nogodnomasters,estebangonzalez10
ldavis-2,Cluster 3,wisewebwoman,iohefy-2,gelman@attglobal.net,majikstl,stensson,jotix100
lediscipledessocrates,Cluster 1,palavitsinis,tjgoalie13,Luigi Di Pilla,PetarNeo,heisenberg12,MattyAndAnnika
leftbanker-1,Cluster 1,paul-allaer,CineMuseFilms,stevenrotherforth,Lewis_Heather787,aciessi,CANpatbuck3664
len-21,Cluster 3,chrisbrown6453,CharltonBoy,gbheron,m_madhu,FlickJunkie-2,noralee
leonblackwood,Cluster 1,stevendbeard,Anurag-Shetty,jadepietro,nogodnomasters,eddie_baggins,RforFilm
leplatypus,Cluster 3,johnnyboyz,filipemanuelneto,MovieAddict2016,disdressed12,Elswet,MaxBorg89
lewiskendell,Cluster 3,DICK STEEL,dfranzen70,Jonny_Numb,jzappa,dbborroughs,johnnyboyz
lisafordeay,Cluster 2,studioAT,tavm,Lejink,EthanBJones_03,tabuno,3xHCCH
lojitsu,Cluster 1,brankovranjkovic,Alexander_Blanchett,rockman182,kjproulx,cruise01,joshbarton15
lotus_chief,Cluster 3,rosscinema,jpintar,ilovedolby,movieguy1021,Spanner-2,Sfpsycho415
lucasversantvoort,Cluster 1,stephendaxter,ArchonCinemaReviews,vistheindian,MattBrady099,James_De_Bello,palavitsinis
luke-a-mcgowan,Cluster 2,nmholland,tavm,tabuno,petra_ste,EthanBJones_03,studioAT
lukem-52760,Cluster 3,sbweightman,gwnightscream,lark40,Aaron1375,Coventry,view_and_review
mOVIemAN56,Cluster 3,mjw2305,grahamsj3,OriginalMovieBuff21,Movie Nuttball,FilmFanInTheHouse,departed07
m_madhu,Cluster 3,chrisbrown6453,SKG-2,Spleen,FlickJunkie-2,Movie-12,len-21
ma-cortes,Cluster 3,hitchcockthelegend,disdressed12,BA_Harrison,johnnyboyz,AaronCapenBanner,filipemanuelneto
mahmus,Cluster 1,eagandersongil,Alexander_Blanchett,Lewis_Heather787,bankofmarquis,brankovranjkovic,rockman182
majikstl,Cluster 3,galileo3,stensson,Cosmoeticadotcom,Philby-3,WriterDave,ldavis-2
malkane316,Cluster 3,emperor_bender,gcd70,PredragReviews,Red-Barracuda,rossrobinson,jcbutthead86
malmsteneino,Cluster 3,fernandoschiavi,Spike-Washington,thepriceofpayne,dilipbts,WeAreLive,ryanskywalker-87402
manendra-lodhi,Cluster 3,kenjha,jose-cruz53,nickmesafilms,bobsgrock,khanbaliq2,Steffi_P
manitobaman81,Cluster 3,ivo-cobra8,gangstahippie,OllieSuave-007,Aaron1375,GOWBTW,David_Frames
marcus_stokes2000,Cluster 3,drownnnsoda,atinder,skybrick736,hu675,emperor_bender,Coventry
mardalsfossen01,Cluster 3,WeAreLive,fernandoschiavi,freewillyfan,Cirene404,jacobjohntaylor1,Johnny-the-Film-Sentinel-2187
mario_c,Cluster 3,jaredmobarak,lagriff05,TOMNEL,LoneWolfAndCub,Superunknovvn,teh_mode
mark.waltz,Cluster 3,didi-5,JamesHitchcock,Steffi_P,oOoBarracuda,Rainey-Dawn,SmileysWorld
markgorman,Cluster 1,Turfseer,proud_luddite,jadepietro,TopDawgCritic,davidgee,bob-the-movie-man
marmar-69780,Cluster 3,BA_Harrison,MovieAddict2016,jacobjohntaylor1,Mr-Fusion,miguelneto-74936,Aaron1375
martinrobertson300482,Cluster 1,TheSquiss,billygoat1071,StonedMagician,ghost_dog86,ketgup83,cultfilmfreaksdotcom
masonsaul,Cluster 1,stevendbeard,MrDHWong,Jo_Blo_Movie_Critic,dar0417,Anurag-Shetty,nogodnomasters
mat-mcnaughton-254-33257,Cluster 3,Ryan_MYeah,julian-mumford,cat_ranchero,rebecca-ry,seaview1,virindra
matej-trkanjec-133-920386,Cluster 3,freewillyfan,sbweightman,evan_harvey,achyutaghosh,srdjan_veljkovic,p-jonsson
matlefebvre20,Cluster 3,I_Love_Spielberg,emperor_bender,dbdumonteil,AaronCapenBanner,galileo3,thesouthfamily2-552-707097
matthewssilverhammer,Cluster 1,stevendbeard,RforFilm,eddie_baggins,jadepietro,ThomasDrufke,Anurag-Shetty
mattkratz,Cluster 2,tavm,3xHCCH,EthanBJones_03,Lejink,studioAT,tabuno
mattymatt4ever,Cluster 3,jhclues,FlickJunkie-2,DunnDeeDaGreat,CharltonBoy,=G=,Pedro_H
maurice_yacowar,Cluster 1,bob-the-movie-man,proud_luddite,stevendbeard,burlesonjesse5,dave-mcclain,leonblackwood
mcsheehey,Cluster 3,DonFishies,fwomp,Pavel-8,Jay_Exiomo,tastyhotdogs,Monotreme02
meeza,Cluster 1,Turfseer,aharmas,dromasca,gradyharp,edwagreen,blanbrn
mentalcritic,Cluster 3,TheHande,Sfpsycho415,supertom-3,tomimt,Elswet,nobbytatoes
mgd_m,Cluster 1,heisenberg12,markgorman,bob-the-movie-man,RussHog,AudioFileZ,dar0417
mgruebel,Cluster 3,caseynicholson,t-viktor212,Prichards12345,rooee,Spike-Washington,Spondonman
mhasheider,Cluster 3,CharltonBoy,FlickJunkie-2,Movie-12,SMLA11,AKS-6,gbheron
mhorg2018,Cluster 1,Lewis_Heather787,deloudelouvain,peterdeluca-14183,bheadher,msbreviews,allanmichael30
michael_the_nermal,Cluster 3,raphaklopper,t-viktor212,wwe7961,Shyinx,Tyson14,MrPupkin
michaelradny,Cluster 1,stephendaxter,tgchan,lucasversantvoort,ArchonCinemaReviews,James_De_Bello,scottshak_111
michaeltrivedi,Cluster 1,TopDawgCritic,bankofmarquis,blanbrn,Jo_Blo_Movie_Critic,jtindahouse,Benjamin-M-Weilert
midas-jacobs,Cluster 1,freshclean-66-318608,peefyn,James_De_Bello,abouhelier-r,palavitsinis,tgchan
miguelneto-74936,Cluster 3,Takethispunch,agmoldham,Bored_Dragon,Mr-Fusion,marmar-69780,The-Sarkologist
mikayakatnt,Cluster 3,agmoldham,MrPupkin,marmar-69780,miguelneto-74936,Kdosda_Hegen,rachelrose-87356
mike48128,Cluster 3,invisibleunicornninja,malmsteneino,Spondonman,KalKenobi83,Mr-Fusion,Aaron1375
minister_of_silly_walks,Cluster 3,zzhhhqing,krational66,f-57307,Mnemosyne15,InlyCii,zeekwunlau
mirosuionitsaki2,Cluster 3,Thats_some_scary_stuff_Reviews,kirk-246,raypdaley182,Jay_Exiomo,vip_ebriega,joestank15
mistoppi,Cluster 3,lukem-52760,mardalsfossen01,christopher-underwood,tankace,robsta23,bowmanblue
mitchell5954,Cluster 3,Cirene404,sbweightman,drawlife,kriscot-48548,achyutaghosh,p-jonsson
mitsubishizero,Cluster 3,suri_ramneek-2,dilipbts,thepriceofpayne,datautisticgamer-74853,e-67102-48412,Animany94
mjneu59,Cluster 3,Steffi_P,gab-14712,afonsobritofalves,Chuck-149,johnmschofield,anton-6
mjw2305,Cluster 3,MovieAddict2016,Anonymous_Maxine,OriginalMovieBuff21,Stampsfightclub,Movie Nuttball,Agent10
mm-39,Cluster 3,hitchcockthelegend,Theo Robertson,BA_Harrison,filipemanuelneto,johnnyboyz,disdressed12
mnpollio,Cluster 3,DarthBill,MF210,gcd70,vip_ebriega,baumer,Rammstein-2
monstermayhem32,Cluster 1,James_De_Bello,abouhelier-r,Figgy66-915-598470,RforFilm,ArchonCinemaReviews,gavinp9
moonspinner55,Cluster 3,MovieAddict2016,sme_no_densetsu,filipemanuelneto,kenjha,preppy-3,hitchcockthelegend
morganstephens512,Cluster 3,Tyson14,malmsteneino,caseynicholson,Cirene404,fernandoschiavi,freewillyfan
morrison-dylan-fan,Cluster 3,siderite,sbweightman,The-Sarkologist,paul_haakonsen,invisibleunicornninja,miguelneto-74936
moutonbear25,Cluster 3,Monotreme02,jemps918,fwomp,blackburnj-1,Chris Knipp,teh_mode
movieguy1021,Cluster 3,rosscinema,FilmOtaku,OriginalMovieBuff21,mjw2305,=G=,jpintar
moviemanMA,Cluster 3,ajs-10,DICK STEEL,colinrgeorge,EUyeshima,dunmore_ego,Buddy-51
movieman_kev,Cluster 3,The_Void,FilmFanInTheHouse,poolandrews,rosscinema,TalesfromTheCryptfan,mjw2305
moviemattb,Cluster 3,jhaggardjr,Movie Nuttball,malmsteneino,djfrost-46786,AaronCapenBanner,CuriosityKilledShawn
moviesleuth2,Cluster 3,kenjha,lastliberal,dunmore_ego,Stampsfightclub,Sirus_the_Virus,tburke85
moviewiz-4,Cluster 3,chrisbrown6453,jhaggardjr,mOVIemAN56,LebowskiT1000,stamper,Rammstein-2
moviewizguy,Cluster 3,disdressed12,DICK STEEL,MaxBorg89,Sirus_the_Virus,BA_Harrison,Stampsfightclub
moviexclusive,Cluster 1,billygoat1071,Troy_Campbell,Hellmant,Bruce722,cosmo_tiger,estebangonzalez10
mr_bickle_the_pickle,Cluster 1,scb_coldsteel,Alexander_Blanchett,kjproulx,joshbarton15,brankovranjkovic,kz917-1
mr_popcorn,Cluster 3,The_Amazing_Spy_Rises,gary-444,moutonbear25,barrys82,Chris Knipp,Scars_Remain
msbreviews,Cluster 1,brankovranjkovic,rockman182,Alexander_Blanchett,austin0731,MrDHWong,CANpatbuck3664
mstomaso,Cluster 3,MichaelMargetis,charchuk,The_Void,nobbytatoes,Chris_Docker,raypdaley182
muvi-fan-73,Cluster 1,Anurag-Shetty,TopDawgCritic,Benjamin-M-Weilert,Troy_Campbell,alindsay-al,jadepietro
nairtejas,Cluster 1,TheSquiss,nogodnomasters,ketgup83,estebangonzalez10,jadepietro,Hellmant
nancyldraper,Cluster 1,henry8-3,kjproulx,cruise01,Alexander_Blanchett,thebricks,MrDHWong
napierslogs,Cluster 1,JohnRayPeterson,bob-rutzel-1,Likes_Ninjas90,Treyroo,saadgkhan,thekyles99
natashabowiepinky,Cluster 3,dfa120374,troy-manatunga,julian-mumford,japamo,badajoz-1,saytosandeep
native_girl333,Cluster 3,Philby-3,moutonbear25,jpschapira,bobsgrock,come2whereimfrom,fwomp
nicholls905-280-546911,Cluster 3,bhernandez2216,thepriceofpayne,dilipbts,Cirene404,Spike-Washington,fernandoschiavi
nicholls_les,Cluster 1,peterp-450-298716,davidgee,A_Different_Drummer,TheSquiss,alindsay-al,ketgup83
nickmesafilms,Cluster 3,Ryan_MYeah,kdnor2011,Christian_Dimartino,illbebackreviews,jonnyfendi,lagudafuad
nicolechan916,Cluster 1,James_De_Bello,abouhelier-r,Figgy66-915-598470,scottshak_111,monstermayhem32,jawneyfloros
nmholland,Cluster 2,luke-a-mcgowan,EthanBJones_03,tavm,petra_ste,questl-18592,3xHCCH
nobbytatoes,Cluster 3,MichaelMargetis,raypdaley182,EvLauster,jluis1984,xredgarnetx,LivingDog
nogodnomasters,Cluster 1,Hellmant,capone666,jadepietro,stevendbeard,Troy_Campbell,leonblackwood
noralee,Cluster 3,Rich B,gbheron,CharltonBoy,wes-connors,Chris_Docker,stamper
nycritic,Cluster 3,Flagrant-Baronessa,WriterDave,iohefy-2,Chris_Docker,jotix100,jpschapira
oOoBarracuda,Cluster 3,Petey-10,Steffi_P,gab-14712,kenjha,RossRivero99,gcd70
ofpsmith,Cluster 3,slokes,AaronCapenBanner,zeekwunlau,Doylenf,illbebackreviews,raphaklopper
oneguyrambling,Cluster 3,theinaniloquent,kirk-246,lewiskendell,moviewizguy,LazySod,dunmore_ego
oneloveall,Cluster 3,fwomp,jaredmobarak,charchuk,teh_mode,DonFishies,rajdoctor
onepotato2,Cluster 3,lastliberal,WriterDave,charchuk,MaxBorg89,poe426,sme_no_densetsu
oscaralbert,Cluster 1,subxerogravity,RforFilm,bob-the-movie-man,stevendbeard,MrDHWong,eddie_baggins
osj2507,Cluster 3,siderite,p-jonsson,achyutaghosh,julian-mumford,brando647,Tss5078
ozjeppe,Cluster 3,WriterDave,Galina_movie_fan,stensson,shanfloyd,KUAlum26,jpschapira
p-jonsson,Cluster 3,achyutaghosh,sbweightman,yashrajs536,KalKenobi83,osj2507,TdSmth5
p-stepien,Cluster 3,ersinkdotcom,cat_ranchero,dfa120374,GirishGowda,Christian_Dimartino,DICK STEEL
palavitsinis,Cluster 1,James_De_Bello,tjgoalie13,scottshak_111,stephendaxter,freshclean-66-318608,jawneyfloros
patrick_dunne,Cluster 3,EmperorNortonII,departed07,rainking_es,FrankBooth_DeLarge,noralee,SeminolePhenom
paudie,Cluster 3,Ryan_MYeah,barrys82,colinrgeorge,Jackpollins,jonnyfendi,EUyeshima
paul-allaer,Cluster 1,brankovranjkovic,rockman182,Alexander_Blanchett,joshbarton15,MrDHWong,bob-the-movie-man
paul2001sw-1,Cluster 3,johnnyboyz,sme_no_densetsu,MovieAddict2016,kenjha,miguelneto-74936,moonspinner55
paul_haakonsen,Cluster 3,BA_Harrison,The-Sarkologist,bowmanblue,jacobjohntaylor1,siderite,KalKenobi83
paulclaassen,Cluster 1,ThomasDrufke,nogodnomasters,ironhorse_iv,Anurag-Shetty,851222,Benjamin-M-Weilert
pc95,Cluster 1,davideo-2,estebangonzalez10,DarkVulcan29,bob-rutzel-1,Troy_Campbell,griffolyon12
peefyn,Cluster 1,James_De_Bello,abouhelier-r,freshclean-66-318608,tjgoalie13,palavitsinis,MattyAndAnnika
pennyelenabooks,Cluster 1,billygoat1071,RevRonster,cultfilmfreaksdotcom,DareDevilKid,nogodnomasters,Sergeant_Tibbs
pere-25366,Cluster 1,justinwfirestone,garethcrook,Alexander_Blanchett,kjproulx,Lewis_Heather787,paul-allaer
perfectbond,Cluster 3,Angry_Arguer,bat-5,gab-14712,Chuck-149,gcd70,Steffi_P
petarmatic,Cluster 1,TheSquiss,estebangonzalez10,Sergeant_Tibbs,billygoat1071,RevRonster,BeneCumb
peterdeluca-14183,Cluster 1,mhorg2018,bradeybonnell,philthegreatone-786-63058,Lewis_Heather787,alexpitt-345-971699,sstrunks-05245
peterp-450-298716,Cluster 1,stevendbeard,leonblackwood,Anurag-Shetty,cosmo_tiger,bryank-04844,RevRonster
petra_ste,Cluster 2,tabuno,luke-a-mcgowan,nmholland,inkblot11,questl-18592,3xHCCH
pfgpowell-1,Cluster 3,pinkliz41,cdjh-81125,jdkraus,gary-444,Theo Robertson,hall895
phd_travel,Cluster 1,Hellmant,Troy_Campbell,nogodnomasters,capone666,cosmo_tiger,jadepietro
philip_vanderveken,Cluster 3,=G=,MovieAddict2016,Rammstein-2,mjw2305,CharltonBoy,SMLA11
philthegreatone-786-63058,Cluster 1,proud_luddite,bob-the-movie-man,markgorman,bankofmarquis,CubsandCulture,MrDHWong
phubbs,Cluster 3,Terryfan,dilipbts,fernandoschiavi,utgard14,zhyarTheChosen,MaximumMadness
pinkliz41,Cluster 3,hemant_balz,Angelus2,tburke85,gigan-92,jdkraus,sme_no_densetsu
pmtelefon,Cluster 3,gcd70,gwnightscream,MGPT80,MrPupkin,MovieAddict2016,GOWBTW
poe426,Cluster 3,gigan-92,dee.reid,Aaron1375,Coventry,lastliberal,johnnyboyz
pokemon_trainer_lucas,Cluster 3,dineshaishu,jaemiewaters,wwe7961,thebrandedswordsman-34028,anselmdaniel,Animany94
policy134,Cluster 3,tastyhotdogs,galileo3,MovieAddict2016,Angelus2,Thats_some_scary_stuff_Reviews,moviemanMA
poolandrews,Cluster 3,Coventry,atinder,hu675,dee.reid,Jacques98,Movie Nuttball
popculturethoughts,Cluster 3,justin-fencsak,skybrick736,gwnightscream,Darth_Osmosis,jacobjohntaylor1,generationofswine
powermandan,Cluster 3,gcd70,galileo3,khanbaliq2,Takethispunch,Coxer99,rachelrose-87356
